brand,group_uid,final_status,detail,line_no
Sakal Media,aa2361d5-39bc-4ad7-92f2-651b08d66fa2,Success,"[{'uid': '7d052430-7fe0-479e-8ac3-cd69f1604340', 'group_uid': 'aa2361d5-39bc-4ad7-92f2-651b08d66fa2', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'd50e1d5e-d210-4bcd-8884-3b8fdfbca259'}, {'uid': 'bf48fe4d-dc81-4427-9eca-03849451d42c', 'group_uid': 'aa2361d5-39bc-4ad7-92f2-651b08d66fa2', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'd50e1d5e-d210-4bcd-8884-3b8fdfbca259'}, {'uid': '3ebdb4a0-f281-4ab1-967d-8a49de823469', 'group_uid': 'aa2361d5-39bc-4ad7-92f2-651b08d66fa2', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'd50e1d5e-d210-4bcd-8884-3b8fdfbca259'}]",1265
S. H. Retail,62cacc04-4081-4710-aba8-05ca6f2a2900,Success,"[{'uid': '156cb53e-28e8-46da-a872-4b2eb162ac8b', 'group_uid': '62cacc04-4081-4710-aba8-05ca6f2a2900', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'f3557c24-aceb-4f40-8d4f-56003e7e3ffa'}, {'uid': 'bac9dca6-3a0b-41db-a343-bc0193147e50', 'group_uid': '62cacc04-4081-4710-aba8-05ca6f2a2900', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'f3557c24-aceb-4f40-8d4f-56003e7e3ffa'}, {'uid': 'b95b25f3-7e3b-4081-b856-01674f160faf', 'group_uid': '62cacc04-4081-4710-aba8-05ca6f2a2900', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'f3557c24-aceb-4f40-8d4f-56003e7e3ffa'}]",1272
Savex Technologies,8589a6ea-f48f-446c-8275-d035dfd04d74,Success,"[{'uid': 'e165ae75-842e-454c-a988-0952752a30f3', 'group_uid': '8589a6ea-f48f-446c-8275-d035dfd04d74', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '67d752e9-56cd-4050-b1b3-386b8869a217'}, {'uid': 'c2e2a728-fb7b-4ae5-815c-8c8f02c59f4c', 'group_uid': '8589a6ea-f48f-446c-8275-d035dfd04d74', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '67d752e9-56cd-4050-b1b3-386b8869a217'}, {'uid': '65ac07ca-f97f-4d89-bf66-4a4423f47606', 'group_uid': '8589a6ea-f48f-446c-8275-d035dfd04d74', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '67d752e9-56cd-4050-b1b3-386b8869a217'}]",1276
Sharekhan,a9854ca7-b377-401c-8bbe-41bc9442b3df,Success,"[{'uid': '60d8dded-f030-4928-a736-56878e9a77d5', 'group_uid': 'a9854ca7-b377-401c-8bbe-41bc9442b3df', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '5336e3ba-7c6b-4c23-9d4d-25502f478c44'}, {'uid': '76dce680-145a-4b73-8994-5d9db2cdba1f', 'group_uid': 'a9854ca7-b377-401c-8bbe-41bc9442b3df', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '5336e3ba-7c6b-4c23-9d4d-25502f478c44'}, {'uid': '41d32b31-e924-4839-b486-6e56983e25bf', 'group_uid': 'a9854ca7-b377-401c-8bbe-41bc9442b3df', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '5336e3ba-7c6b-4c23-9d4d-25502f478c44'}]",1281
Sennheiser,94914e2a-b73c-41a5-80c7-06768bd3754f,Success,"[{'uid': 'cb58366c-276b-4ae8-b26f-c8a6049a4be6', 'group_uid': '94914e2a-b73c-41a5-80c7-06768bd3754f', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '4aa046ce-99bb-4a60-8551-d01227566f2a'}, {'uid': 'fb899650-161c-4fcd-a84e-44ae7491f31a', 'group_uid': '94914e2a-b73c-41a5-80c7-06768bd3754f', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '4aa046ce-99bb-4a60-8551-d01227566f2a'}, {'uid': '25d97032-7662-46a6-9cc0-a1919e0e690c', 'group_uid': '94914e2a-b73c-41a5-80c7-06768bd3754f', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '4aa046ce-99bb-4a60-8551-d01227566f2a'}]",1283
Shemaroo Entertainment,27af5e14-8392-4512-9bdd-a3210c3c8e00,Success,"[{'uid': 'ec05ae55-d8c1-48b1-8d37-fcd2008ad0aa', 'group_uid': '27af5e14-8392-4512-9bdd-a3210c3c8e00', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'b9b81dcb-a054-4ac1-ba47-c3f2dcb5fea2'}, {'uid': '95310612-9ee1-4523-b822-3a4504f581b0', 'group_uid': '27af5e14-8392-4512-9bdd-a3210c3c8e00', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'b9b81dcb-a054-4ac1-ba47-c3f2dcb5fea2'}, {'uid': '0a28c8bd-9c6e-490a-94c3-5d60c0183be6', 'group_uid': '27af5e14-8392-4512-9bdd-a3210c3c8e00', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'b9b81dcb-a054-4ac1-ba47-c3f2dcb5fea2'}]",1289
Sharekhan,dabe663c-905d-45f1-ac64-2d4cf7eb39fc,Success,"[{'uid': '26281dbc-1a11-488d-b04d-7d47fbe3239e', 'group_uid': 'dabe663c-905d-45f1-ac64-2d4cf7eb39fc', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '5336e3ba-7c6b-4c23-9d4d-25502f478c44'}, {'uid': 'fc08ab21-2983-4a8d-b5a2-f0053828e968', 'group_uid': 'dabe663c-905d-45f1-ac64-2d4cf7eb39fc', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '5336e3ba-7c6b-4c23-9d4d-25502f478c44'}, {'uid': '360c1724-9b96-45fd-b333-acd1ae797a8e', 'group_uid': 'dabe663c-905d-45f1-ac64-2d4cf7eb39fc', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '5336e3ba-7c6b-4c23-9d4d-25502f478c44'}]",1294
Shooting Stars Foundation,90ff588b-d6ad-4667-8b55-b957af63946a,Success,"[{'uid': '54a1cba8-6e71-4c98-be58-8dd4a196f61f', 'group_uid': '90ff588b-d6ad-4667-8b55-b957af63946a', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '0417cf90-5383-496c-a3ea-823b98e61fec'}, {'uid': '5c359dec-6ae3-479a-9434-fe8404f9cc98', 'group_uid': '90ff588b-d6ad-4667-8b55-b957af63946a', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '0417cf90-5383-496c-a3ea-823b98e61fec'}, {'uid': '61207331-80eb-4451-bfc4-b3f4f657603b', 'group_uid': '90ff588b-d6ad-4667-8b55-b957af63946a', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '0417cf90-5383-496c-a3ea-823b98e61fec'}]",1300
Sleepyhead Home Decor,c1dd1c42-c18f-41ec-9b95-a772411e0a30,Success,"[{'uid': '6f700dc3-39de-4366-8c1f-ea84db0fd6d7', 'group_uid': 'c1dd1c42-c18f-41ec-9b95-a772411e0a30', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '6da1c5eb-a125-4fe1-a7e0-a817ba5a12e8'}, {'uid': '473247c2-c24a-4956-ad97-b4995e1655c9', 'group_uid': 'c1dd1c42-c18f-41ec-9b95-a772411e0a30', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '6da1c5eb-a125-4fe1-a7e0-a817ba5a12e8'}, {'uid': 'a02a06d7-e15d-4e7e-8c1c-baf4fa4898c2', 'group_uid': 'c1dd1c42-c18f-41ec-9b95-a772411e0a30', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '6da1c5eb-a125-4fe1-a7e0-a817ba5a12e8'}]",1305
Smaax Digitech,40b9f24f-a0c7-4cb3-ba80-e6ae1635a716,Success,"[{'uid': '999d7f4b-e004-449c-8841-f9f23f569c7f', 'group_uid': '40b9f24f-a0c7-4cb3-ba80-e6ae1635a716', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'fa662440-7671-47b3-9c02-39add585b0ff'}, {'uid': 'a8cb2320-67c0-4fa8-904c-bb915f0e1dc6', 'group_uid': '40b9f24f-a0c7-4cb3-ba80-e6ae1635a716', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'fa662440-7671-47b3-9c02-39add585b0ff'}, {'uid': 'ce73713d-63ab-4f64-b362-0a4f01575c91', 'group_uid': '40b9f24f-a0c7-4cb3-ba80-e6ae1635a716', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'fa662440-7671-47b3-9c02-39add585b0ff'}]",1311
Shell,e0017bf1-e74d-432c-b5bb-6f9594e7b27b,Failed,"Patch roles failed: 422 - {""code"":422,""message"":""Group e0017bf1-e74d-432c-b5bb-6f9594e7b27b not available in account 2a24ef84-e12a-4106-9647-8405b318807d.""}",1320
Snv Aviation,2e848372-ff03-4642-8a3f-0201654805ca,Success,"[{'uid': '5cc5a916-e450-4e6c-a548-23be686bbeed', 'group_uid': '2e848372-ff03-4642-8a3f-0201654805ca', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'cde2f184-0c67-4a61-88d0-8a5721383022'}, {'uid': '45cbf484-74df-4563-af78-11f91443bca8', 'group_uid': '2e848372-ff03-4642-8a3f-0201654805ca', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'cde2f184-0c67-4a61-88d0-8a5721383022'}, {'uid': '156e5458-09d8-4eac-96d3-01f93741c11f', 'group_uid': '2e848372-ff03-4642-8a3f-0201654805ca', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'cde2f184-0c67-4a61-88d0-8a5721383022'}]",1324
Social Worth Technologies,14a03a5c-1652-424e-9173-cd4480cbc2fd,Success,"[{'uid': '76b82cbf-fba2-4155-b8cf-57a1e85c8fc2', 'group_uid': '14a03a5c-1652-424e-9173-cd4480cbc2fd', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'feeaa3ad-26e7-4963-acc1-e32726796ed8'}, {'uid': 'a0f486eb-c608-48fc-8e0e-113c529d4d63', 'group_uid': '14a03a5c-1652-424e-9173-cd4480cbc2fd', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'feeaa3ad-26e7-4963-acc1-e32726796ed8'}, {'uid': 'c8569c5e-1812-4817-a19c-9d0268621fcb', 'group_uid': '14a03a5c-1652-424e-9173-cd4480cbc2fd', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'feeaa3ad-26e7-4963-acc1-e32726796ed8'}]",1328
Sodexo Svc,043f71f3-0dd6-4937-919b-b88c38561306,Success,"[{'uid': '2692dccb-014e-4fe9-92f3-df4459781f93', 'group_uid': '043f71f3-0dd6-4937-919b-b88c38561306', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'bc103cd6-07d0-4289-b2eb-5b180295530b'}, {'uid': 'f2db830e-da3c-48a9-806e-b7f1f9b99a7c', 'group_uid': '043f71f3-0dd6-4937-919b-b88c38561306', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'bc103cd6-07d0-4289-b2eb-5b180295530b'}, {'uid': '7980230f-52ff-402b-bd34-e985d3348c5e', 'group_uid': '043f71f3-0dd6-4937-919b-b88c38561306', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'bc103cd6-07d0-4289-b2eb-5b180295530b'}]",1333
Siemens Financial Services,575afb40-0621-4948-a6f2-89208508e5ac,Failed,"Patch roles failed: 422 - {""code"":422,""message"":""Group 575afb40-0621-4948-a6f2-89208508e5ac not available in account a6085c09-d119-4694-a7e1-922536e1d9bd.""}",1338
Spencer'S Retail,e635eccd-4f0a-4f6b-8a12-9de7973f034f,Success,"[{'uid': 'e4d366c3-9991-4471-9d55-aa88acf98828', 'group_uid': 'e635eccd-4f0a-4f6b-8a12-9de7973f034f', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '1d7fe64d-bb7d-4740-aeed-b59d78ae269a'}, {'uid': 'c60d14eb-42e9-415a-befd-cf39e8269a02', 'group_uid': 'e635eccd-4f0a-4f6b-8a12-9de7973f034f', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '1d7fe64d-bb7d-4740-aeed-b59d78ae269a'}, {'uid': '004070fb-4cc0-4b56-bc55-9c11642f754b', 'group_uid': 'e635eccd-4f0a-4f6b-8a12-9de7973f034f', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '1d7fe64d-bb7d-4740-aeed-b59d78ae269a'}]",1344
St. Jude India Child Care Centre,efcb240a-c143-4e30-8077-7ed2b8048a06,Success,"[{'uid': '8d0128d1-dd7e-44c0-964e-1ec59a1cf639', 'group_uid': 'efcb240a-c143-4e30-8077-7ed2b8048a06', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'c64efca0-7e4c-4e51-8ba1-a5f8864af2a9'}, {'uid': '8ab29175-0bcb-4dbe-b153-b23f0da5e41f', 'group_uid': 'efcb240a-c143-4e30-8077-7ed2b8048a06', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'c64efca0-7e4c-4e51-8ba1-a5f8864af2a9'}, {'uid': '3f3b0757-7010-465e-9149-970ed85da8ca', 'group_uid': 'efcb240a-c143-4e30-8077-7ed2b8048a06', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'c64efca0-7e4c-4e51-8ba1-a5f8864af2a9'}]",1348
Star Dental Centre,1a25c159-2d45-4e97-971c-60057e4fd2c9,Success,"[{'uid': 'f5b51cdd-2290-4bc2-8fa2-54733b42571e', 'group_uid': '1a25c159-2d45-4e97-971c-60057e4fd2c9', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '8c9074e2-0942-4387-98ef-5c8c2235ff95'}, {'uid': '486bbe7c-e246-4316-acee-4f884e0ec73c', 'group_uid': '1a25c159-2d45-4e97-971c-60057e4fd2c9', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '8c9074e2-0942-4387-98ef-5c8c2235ff95'}, {'uid': 'ac04762f-163f-41ee-bbdc-73b6d4f839ef', 'group_uid': '1a25c159-2d45-4e97-971c-60057e4fd2c9', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '8c9074e2-0942-4387-98ef-5c8c2235ff95'}]",1354
Star Health And Allied Insurance Company,14ed533b-59b5-4009-95ed-9b76523a9e44,Success,"[{'uid': 'dcaa96de-95dd-4429-80f9-7835b64481e3', 'group_uid': '14ed533b-59b5-4009-95ed-9b76523a9e44', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'b1a74666-4914-4fac-9179-3cfcfc01fc5f'}, {'uid': 'dafb18a6-d8cb-44c7-81b6-22900dab9fb4', 'group_uid': '14ed533b-59b5-4009-95ed-9b76523a9e44', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'b1a74666-4914-4fac-9179-3cfcfc01fc5f'}, {'uid': 'baec89e0-ae31-4d1c-a433-afeceb10bd64', 'group_uid': '14ed533b-59b5-4009-95ed-9b76523a9e44', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'b1a74666-4914-4fac-9179-3cfcfc01fc5f'}]",1358
Solaron Homes,1855deba-ed26-452f-81c3-49b34b0aaca7,Success,"[{'uid': '8b25147f-e928-4e9c-a30b-2bd1cbae04cb', 'group_uid': '1855deba-ed26-452f-81c3-49b34b0aaca7', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '2cd038f3-9b86-4541-b19a-e3d406d7d03f'}, {'uid': 'a4ad2ff1-5e4f-4ec1-a501-05812f952598', 'group_uid': '1855deba-ed26-452f-81c3-49b34b0aaca7', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '2cd038f3-9b86-4541-b19a-e3d406d7d03f'}, {'uid': '30fca8a0-c096-4921-8aca-50132dd20f38', 'group_uid': '1855deba-ed26-452f-81c3-49b34b0aaca7', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '2cd038f3-9b86-4541-b19a-e3d406d7d03f'}]",1364
Streepkopgans B.V. Eqt,1962b8ba-c86a-4567-a652-c6c406120021,Success,"[{'uid': '5b08381c-e2e6-4677-8ca7-b6e28339f4e2', 'group_uid': '1962b8ba-c86a-4567-a652-c6c406120021', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'acb82aa8-b0ec-48d9-b632-cc4350208e06'}, {'uid': '470f96a1-654d-45bb-8486-0ce6fbc415d3', 'group_uid': '1962b8ba-c86a-4567-a652-c6c406120021', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'acb82aa8-b0ec-48d9-b632-cc4350208e06'}, {'uid': '116bec7b-77e2-4060-a9c8-73e6e1b68362', 'group_uid': '1962b8ba-c86a-4567-a652-c6c406120021', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'acb82aa8-b0ec-48d9-b632-cc4350208e06'}]",1369
Star Smile Technologies,2c315b49-174c-4f25-bfe1-3e0825bdb342,Success,"[{'uid': '16509223-e8f6-481d-ac53-fa1dd65e9d27', 'group_uid': '2c315b49-174c-4f25-bfe1-3e0825bdb342', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '30c3d897-9fab-49d5-8262-f536b001ba76'}, {'uid': '86dc67ff-2c80-40ef-ac3d-aeb0caf036af', 'group_uid': '2c315b49-174c-4f25-bfe1-3e0825bdb342', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '30c3d897-9fab-49d5-8262-f536b001ba76'}, {'uid': 'b3f8b735-7999-41bc-8563-151abadf0306', 'group_uid': '2c315b49-174c-4f25-bfe1-3e0825bdb342', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '30c3d897-9fab-49d5-8262-f536b001ba76'}]",1373
Sun Pharmaceutical,11d88b91-f905-4d72-b791-10a280df6f51,Success,"[{'uid': '51509b1a-031a-4500-82cf-7f9caf604aae', 'group_uid': '11d88b91-f905-4d72-b791-10a280df6f51', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'e10d8a80-59e0-4a20-a3a3-0b3e7e1c597f'}, {'uid': '57e0c250-fa13-4564-85dd-18a439e010e4', 'group_uid': '11d88b91-f905-4d72-b791-10a280df6f51', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'e10d8a80-59e0-4a20-a3a3-0b3e7e1c597f'}, {'uid': '84ac7d37-f986-4a7d-b827-f483a9ad1a62', 'group_uid': '11d88b91-f905-4d72-b791-10a280df6f51', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'e10d8a80-59e0-4a20-a3a3-0b3e7e1c597f'}]",1378
Sunflame Enterprises,0857efb5-898a-43bb-8098-4859ceded38c,Success,"[{'uid': '1f6c433b-37ee-4043-871e-520f5abd985b', 'group_uid': '0857efb5-898a-43bb-8098-4859ceded38c', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '743b7be5-4eb3-4d36-ad96-281321f89ab6'}, {'uid': 'dc66f209-ffdb-46c0-8b74-c595feb9bb3e', 'group_uid': '0857efb5-898a-43bb-8098-4859ceded38c', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '743b7be5-4eb3-4d36-ad96-281321f89ab6'}, {'uid': '6bfbd535-8565-44d6-b9e1-082b865ca2a8', 'group_uid': '0857efb5-898a-43bb-8098-4859ceded38c', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '743b7be5-4eb3-4d36-ad96-281321f89ab6'}]",1384
Taj Bengal - A Unit Of Indian Hotels Com,085e8622-db64-4f82-84da-9af4ce6aeeae,Success,"[{'uid': '17df0a2a-0b6f-4931-acb7-e16bfdc4745b', 'group_uid': '085e8622-db64-4f82-84da-9af4ce6aeeae', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'c6976826-2d9d-490d-85de-6f238250ccea'}, {'uid': 'cc0b1b91-7883-4b4e-b37b-4081f6e61dca', 'group_uid': '085e8622-db64-4f82-84da-9af4ce6aeeae', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'c6976826-2d9d-490d-85de-6f238250ccea'}, {'uid': 'f4bc59cf-85d0-4ee4-88e5-256b0426b3f5', 'group_uid': '085e8622-db64-4f82-84da-9af4ce6aeeae', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'c6976826-2d9d-490d-85de-6f238250ccea'}]",1389
Sun Direct TV,2b1fdbaa-7510-48a2-8001-3a9e937676b4,Success,"[{'uid': '10a64dcd-1e12-44e7-89aa-11cf7cf38c35', 'group_uid': '2b1fdbaa-7510-48a2-8001-3a9e937676b4', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'f296d4bb-f576-4df7-89bf-fbd7105ed335'}, {'uid': 'd4b0d788-2f66-451d-892f-a2dfcee97704', 'group_uid': '2b1fdbaa-7510-48a2-8001-3a9e937676b4', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'f296d4bb-f576-4df7-89bf-fbd7105ed335'}, {'uid': '1ee4e8fb-6d55-4428-b253-a43844f696a4', 'group_uid': '2b1fdbaa-7510-48a2-8001-3a9e937676b4', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'f296d4bb-f576-4df7-89bf-fbd7105ed335'}]",1393
Tally Solutions,c4556663-a5ed-458f-a5aa-aa295d309403,Success,"[{'uid': '18bf06ef-505d-4ba9-a7f4-77caedd46b30', 'group_uid': 'c4556663-a5ed-458f-a5aa-aa295d309403', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '4fc18dc1-925f-457d-bb4c-320be4adacce'}, {'uid': '325de744-a030-41b2-a933-d342cfc4637a', 'group_uid': 'c4556663-a5ed-458f-a5aa-aa295d309403', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '4fc18dc1-925f-457d-bb4c-320be4adacce'}, {'uid': 'a056ad90-1cf0-4292-9e16-1c2fbb1d5d2e', 'group_uid': 'c4556663-a5ed-458f-a5aa-aa295d309403', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '4fc18dc1-925f-457d-bb4c-320be4adacce'}]",1398
Tcm Sports Management,eeab6af5-f2e8-495b-a7ef-bbeb964acf11,Success,"[{'uid': '59210b69-5dda-498a-9477-d2ece115d411', 'group_uid': 'eeab6af5-f2e8-495b-a7ef-bbeb964acf11', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '1d6f546b-710f-4f66-8a01-eef3247ac9cf'}, {'uid': 'cbcbd7b5-c262-44fb-8082-1ca95050e458', 'group_uid': 'eeab6af5-f2e8-495b-a7ef-bbeb964acf11', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '1d6f546b-710f-4f66-8a01-eef3247ac9cf'}, {'uid': 'eba42f8f-969c-4500-bd2f-1d18ed71a024', 'group_uid': 'eeab6af5-f2e8-495b-a7ef-bbeb964acf11', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '1d6f546b-710f-4f66-8a01-eef3247ac9cf'}]",1403
Swiggy,6c578056-88f9-413e-935c-6b30ce3752dc,Success,"[{'uid': '15f9a399-8ab6-40ec-90b6-7f9afaee10bd', 'group_uid': '6c578056-88f9-413e-935c-6b30ce3752dc', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'f2b6f6e6-af49-424b-b185-77e7b0785f7f'}, {'uid': 'a84ad53a-8b1d-4d6c-a0b0-c11064901de7', 'group_uid': '6c578056-88f9-413e-935c-6b30ce3752dc', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'f2b6f6e6-af49-424b-b185-77e7b0785f7f'}, {'uid': '0a901857-b48f-49cb-8a66-f7dd983d7e82', 'group_uid': '6c578056-88f9-413e-935c-6b30ce3752dc', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'f2b6f6e6-af49-424b-b185-77e7b0785f7f'}]",1408
Boston Consulting Group,9bb39a1e-7544-48e0-8f19-33b86dbe3077,Success,"[{'uid': 'a84645a6-4f54-4856-aef2-06a1f4632fd1', 'group_uid': '9bb39a1e-7544-48e0-8f19-33b86dbe3077', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '0ca4b065-cadd-4b82-ad27-bfdb9a573a01'}, {'uid': '23c5aab7-8af8-4d04-a5b5-259deabe43a0', 'group_uid': '9bb39a1e-7544-48e0-8f19-33b86dbe3077', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '0ca4b065-cadd-4b82-ad27-bfdb9a573a01'}, {'uid': '4772aa0f-f735-40c4-a8b4-81006814225b', 'group_uid': '9bb39a1e-7544-48e0-8f19-33b86dbe3077', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '0ca4b065-cadd-4b82-ad27-bfdb9a573a01'}]",1413
The Laidir Foundation,9c49f079-80c7-4ded-b1d7-8abbdac5bcbd,Success,"[{'uid': '1dc48b40-37f3-4f5d-8ca8-4bb547a4c337', 'group_uid': '9c49f079-80c7-4ded-b1d7-8abbdac5bcbd', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'fa19a0ec-04d4-4f88-b5fe-9571200ae3b3'}, {'uid': 'f61c17e2-dc34-4379-b414-ce7cc937d7a8', 'group_uid': '9c49f079-80c7-4ded-b1d7-8abbdac5bcbd', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'fa19a0ec-04d4-4f88-b5fe-9571200ae3b3'}, {'uid': '57507210-4597-4d1d-88c6-a67906682b73', 'group_uid': '9c49f079-80c7-4ded-b1d7-8abbdac5bcbd', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'fa19a0ec-04d4-4f88-b5fe-9571200ae3b3'}]",1420
