brand,group_uid,final_status,detail,line_no
Jet Privilege,ed33292e-6660-45dc-bdc2-3d1995db2d3b,Success,"[{'uid': '00327b89-a658-4aee-aece-9d457f4b6685', 'group_uid': 'ed33292e-6660-45dc-bdc2-3d1995db2d3b', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'd0a9dc7b-fa1d-441c-994e-1022a1fbb09a'}, {'uid': '0729bca5-7250-4cd4-8ccd-9638e9317899', 'group_uid': 'ed33292e-6660-45dc-bdc2-3d1995db2d3b', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'd0a9dc7b-fa1d-441c-994e-1022a1fbb09a'}, {'uid': '57a0ca6f-b949-4bf1-b60d-bec050bd179e', 'group_uid': 'ed33292e-6660-45dc-bdc2-3d1995db2d3b', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'd0a9dc7b-fa1d-441c-994e-1022a1fbb09a'}]",595
Jindal Steel & Power,9ffc64e0-4fee-4d90-8cfd-a421d873c91d,Success,"[{'uid': '69567401-c074-4905-8761-ed1f651a68f3', 'group_uid': '9ffc64e0-4fee-4d90-8cfd-a421d873c91d', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '13baa81b-077c-4a29-ad87-045f75b33737'}, {'uid': 'c2a6f269-f356-4336-bbba-9fd9436b3741', 'group_uid': '9ffc64e0-4fee-4d90-8cfd-a421d873c91d', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '13baa81b-077c-4a29-ad87-045f75b33737'}, {'uid': 'a711c074-0a0c-44fc-b664-a17544ff904f', 'group_uid': '9ffc64e0-4fee-4d90-8cfd-a421d873c91d', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '13baa81b-077c-4a29-ad87-045f75b33737'}]",599
Jiva Ayurvedic Pharmacy,0a91a127-13b0-48ca-a294-446073ace317,Success,"[{'uid': 'f8f6b061-3a41-4491-99ad-79ace58e2528', 'group_uid': '0a91a127-13b0-48ca-a294-446073ace317', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'aa70fe54-c3be-46f7-abdc-2a0fbc4e2d12'}, {'uid': '6b369169-e82b-4c89-ad63-55fa8e28b10f', 'group_uid': '0a91a127-13b0-48ca-a294-446073ace317', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'aa70fe54-c3be-46f7-abdc-2a0fbc4e2d12'}, {'uid': 'c4181e61-1cc0-4ca1-913d-27380b37d338', 'group_uid': '0a91a127-13b0-48ca-a294-446073ace317', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'aa70fe54-c3be-46f7-abdc-2a0fbc4e2d12'}]",604
Jntl Consumer Health,3988739c-eafd-4a8b-8d2a-f50b3de4f123,Success,"[{'uid': 'be05e27a-453e-4928-b41e-3553f9c7c542', 'group_uid': '3988739c-eafd-4a8b-8d2a-f50b3de4f123', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '8d1a2cee-f5dd-4653-b386-07983e0eb62b'}, {'uid': '39b6f7d1-9ab3-4bdb-92e8-1423e4051c76', 'group_uid': '3988739c-eafd-4a8b-8d2a-f50b3de4f123', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '8d1a2cee-f5dd-4653-b386-07983e0eb62b'}, {'uid': 'c3bfd7ce-5bdf-47be-a547-a9dd1d854dad', 'group_uid': '3988739c-eafd-4a8b-8d2a-f50b3de4f123', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '8d1a2cee-f5dd-4653-b386-07983e0eb62b'}]",611
Johnson & Smith Co,d44f7a78-a354-478c-8219-1ddf5df2e687,Success,"[{'uid': 'b6814ed3-d4f7-4fe5-b571-d13de3daa8df', 'group_uid': 'd44f7a78-a354-478c-8219-1ddf5df2e687', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'b33a6262-7e43-4ced-ae40-b47071b2a22d'}, {'uid': '30188c12-8971-4ca4-9fbc-98a0718cd2e5', 'group_uid': 'd44f7a78-a354-478c-8219-1ddf5df2e687', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'b33a6262-7e43-4ced-ae40-b47071b2a22d'}, {'uid': 'a38fbbc0-68d5-4a39-8444-ffcff5661c1b', 'group_uid': 'd44f7a78-a354-478c-8219-1ddf5df2e687', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'b33a6262-7e43-4ced-ae40-b47071b2a22d'}]",615
Irelia Sports,c28b25d7-6ee7-405c-bbf5-62df92d6511b,Success,"[{'uid': '4cc1a810-bd29-48a7-aa8c-92d4c41472a4', 'group_uid': 'c28b25d7-6ee7-405c-bbf5-62df92d6511b', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '4df53b92-156c-4714-86ef-13f63069d282'}, {'uid': 'f20a9de8-8e84-465e-8851-a83b200c96e0', 'group_uid': 'c28b25d7-6ee7-405c-bbf5-62df92d6511b', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '4df53b92-156c-4714-86ef-13f63069d282'}, {'uid': 'fecbcfca-4591-4ad0-b6cd-fce2d1ff537d', 'group_uid': 'c28b25d7-6ee7-405c-bbf5-62df92d6511b', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '4df53b92-156c-4714-86ef-13f63069d282'}]",621
ITW Consulting,ebcfa553-aa26-4dc1-be8d-09011b6a174b,Success,"[{'uid': '6f6867c3-39e4-4258-97c8-0484fcbbc8b5', 'group_uid': 'ebcfa553-aa26-4dc1-be8d-09011b6a174b', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '1900a1c0-408d-43e3-89e6-036cdb68c7b1'}, {'uid': '6220902b-ffc9-4b4c-9849-a3e4e14e5763', 'group_uid': 'ebcfa553-aa26-4dc1-be8d-09011b6a174b', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '1900a1c0-408d-43e3-89e6-036cdb68c7b1'}, {'uid': '046208c9-af75-4db8-97d9-6dcf3d6a087c', 'group_uid': 'ebcfa553-aa26-4dc1-be8d-09011b6a174b', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '1900a1c0-408d-43e3-89e6-036cdb68c7b1'}]",626
Johnson Controls,08ebbb56-5fe4-41cd-a7ac-9628aa1f14d4,Success,"[{'uid': '9f94e63e-2405-48c5-a6a5-174d3a916271', 'group_uid': '08ebbb56-5fe4-41cd-a7ac-9628aa1f14d4', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '6b51a9ed-3bc4-4b70-b54e-46fd8092d28d'}, {'uid': '08d84e9f-c65d-4f6a-a720-78548b0a768c', 'group_uid': '08ebbb56-5fe4-41cd-a7ac-9628aa1f14d4', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '6b51a9ed-3bc4-4b70-b54e-46fd8092d28d'}, {'uid': 'e5f1c194-7edf-45f1-8e19-077798fc8539', 'group_uid': '08ebbb56-5fe4-41cd-a7ac-9628aa1f14d4', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '6b51a9ed-3bc4-4b70-b54e-46fd8092d28d'}]",630
Joyalukkas,dfc4343b-ecc8-47aa-beb6-b51a49f3dee3,Success,"[{'uid': '6ff302bb-89f6-4091-a292-843fa8ef63af', 'group_uid': 'dfc4343b-ecc8-47aa-beb6-b51a49f3dee3', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '7fc9c88e-8b94-470a-a929-af5c84066c6e'}, {'uid': 'a823922f-1a0e-4108-b0c0-88cb1fc797cf', 'group_uid': 'dfc4343b-ecc8-47aa-beb6-b51a49f3dee3', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '7fc9c88e-8b94-470a-a929-af5c84066c6e'}, {'uid': '496a6666-74d0-46b8-b966-b32e1991db45', 'group_uid': 'dfc4343b-ecc8-47aa-beb6-b51a49f3dee3', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '7fc9c88e-8b94-470a-a929-af5c84066c6e'}]",638
Kaleesuwari Refinery,1291a3da-03d5-4bc3-a195-099e9f757cb6,Success,"[{'uid': '00dc41b1-59a4-4aad-a587-bbeb25690c85', 'group_uid': '1291a3da-03d5-4bc3-a195-099e9f757cb6', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'f6220e17-fab8-414c-bf3a-a19048978efe'}, {'uid': 'a267d2a6-31f8-47b1-ab8b-4d4a118304f5', 'group_uid': '1291a3da-03d5-4bc3-a195-099e9f757cb6', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'f6220e17-fab8-414c-bf3a-a19048978efe'}, {'uid': 'db3a1ffb-f908-4169-9b31-ddee2a8706f5', 'group_uid': '1291a3da-03d5-4bc3-a195-099e9f757cb6', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'f6220e17-fab8-414c-bf3a-a19048978efe'}]",642
Kalyan Developers,81febeae-c457-4761-bb1c-8258d154765a,Success,"[{'uid': '5074e7a1-6f83-4c7f-bf26-ba08b5ba2a92', 'group_uid': '81febeae-c457-4761-bb1c-8258d154765a', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '04131143-83f3-406e-9cc3-bdd578a1c7e9'}, {'uid': 'e3e04e4c-d2aa-4068-9e5b-3e868514ddd8', 'group_uid': '81febeae-c457-4761-bb1c-8258d154765a', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '04131143-83f3-406e-9cc3-bdd578a1c7e9'}, {'uid': '9d93bcdf-d67e-4646-8477-94f176ed976f', 'group_uid': '81febeae-c457-4761-bb1c-8258d154765a', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '04131143-83f3-406e-9cc3-bdd578a1c7e9'}]",646
Johnson & Johnson,df082b93-ca10-493b-9e2f-32aa0c433157,422 - Already Exists,"❌ Failed to patch roles for existing group df082b93-ca10-493b-9e2f-32aa0c433157: Patch roles failed: 422 - {""code"":422,""message"":""Item with (group_id, role_id, account_id)=(df082b93-ca10-493b-9e2f-32aa0c433157, 1544916c-0ce0-4042-a8e5-6e18042c73b7, cf995697-d46d-41cd-b774-fd428e36191f) already exists""}",651
Khadim,519775e8-9a7b-4a2a-84fc-d8b18f68ac89,Success,"[{'uid': '666c0fa5-6412-42a1-84f0-cc59169fdfb6', 'group_uid': '519775e8-9a7b-4a2a-84fc-d8b18f68ac89', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '3bbaf5be-0ab5-4227-9f95-bfdcb21eb06f'}, {'uid': '670114b2-432a-4167-b74b-98005a14e6de', 'group_uid': '519775e8-9a7b-4a2a-84fc-d8b18f68ac89', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '3bbaf5be-0ab5-4227-9f95-bfdcb21eb06f'}, {'uid': '2cbbb5f0-1540-4c76-9b94-092865b669ac', 'group_uid': '519775e8-9a7b-4a2a-84fc-d8b18f68ac89', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '3bbaf5be-0ab5-4227-9f95-bfdcb21eb06f'}]",658
Kalyan Sarees,783bb44b-d5a6-4d8f-a0e7-420307709993,Success,"[{'uid': 'f235a375-63c7-4258-8166-57e3c190e1e9', 'group_uid': '783bb44b-d5a6-4d8f-a0e7-420307709993', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'cd85324f-5747-4ee8-93de-431e92947fda'}, {'uid': 'd1e812ee-49ce-4833-ad04-1c684f64fb81', 'group_uid': '783bb44b-d5a6-4d8f-a0e7-420307709993', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'cd85324f-5747-4ee8-93de-431e92947fda'}, {'uid': '58a29e10-1431-4de5-a260-f0c2f9e69258', 'group_uid': '783bb44b-d5a6-4d8f-a0e7-420307709993', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'cd85324f-5747-4ee8-93de-431e92947fda'}]",662
Kalyan Jewellers,4141a18a-ea12-44b0-9c35-e5289e9e7925,Success,"[{'uid': '79c732f5-2c7e-41d0-967e-8ab5ed5c0db5', 'group_uid': '4141a18a-ea12-44b0-9c35-e5289e9e7925', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '6c3bdfea-9252-424f-aa70-e84a8fb7f65b'}, {'uid': 'fe58d39c-5761-4597-90b6-d418e22ab9d5', 'group_uid': '4141a18a-ea12-44b0-9c35-e5289e9e7925', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '6c3bdfea-9252-424f-aa70-e84a8fb7f65b'}, {'uid': 'cbbe4056-99c8-4abb-b058-d1f5001f4958', 'group_uid': '4141a18a-ea12-44b0-9c35-e5289e9e7925', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '6c3bdfea-9252-424f-aa70-e84a8fb7f65b'}]",668
Kinetic Green Energy And Power Solutions,252c8188-1189-4008-8201-50536fce71a8,Success,"[{'uid': '495e1d0a-a7bb-4794-be00-159715910a30', 'group_uid': '252c8188-1189-4008-8201-50536fce71a8', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '29a5e770-8841-496d-b566-62cf57bf8240'}, {'uid': '3fb37ba3-6d66-4480-bfbe-f474c391cff6', 'group_uid': '252c8188-1189-4008-8201-50536fce71a8', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '29a5e770-8841-496d-b566-62cf57bf8240'}, {'uid': 'a9f7a146-a38a-41fd-b80f-541638e2c27b', 'group_uid': '252c8188-1189-4008-8201-50536fce71a8', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '29a5e770-8841-496d-b566-62cf57bf8240'}]",671
Kinetic National,eefaa144-8cb6-4fb3-baac-84fef08ece59,Success,"[{'uid': '278ad789-f56d-4490-91c3-dc5f7f2a61aa', 'group_uid': 'eefaa144-8cb6-4fb3-baac-84fef08ece59', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '6b7bbede-f985-4355-b7e5-08df4b2e0096'}, {'uid': 'cebcec5c-7f7d-476d-9e02-c5122d476881', 'group_uid': 'eefaa144-8cb6-4fb3-baac-84fef08ece59', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '6b7bbede-f985-4355-b7e5-08df4b2e0096'}, {'uid': '1fdc67f9-20a6-4169-bfe2-3217c6764868', 'group_uid': 'eefaa144-8cb6-4fb3-baac-84fef08ece59', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '6b7bbede-f985-4355-b7e5-08df4b2e0096'}]",675
Kalyan Jewellers,b7fcff24-a27d-46f5-8bfe-304d560e6aa4,Success,"[{'uid': 'b85e49f1-4f81-4bdb-9946-3140703afbf7', 'group_uid': 'b7fcff24-a27d-46f5-8bfe-304d560e6aa4', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '6c3bdfea-9252-424f-aa70-e84a8fb7f65b'}, {'uid': 'af9f8424-b5d3-4b7c-845d-79085d62e007', 'group_uid': 'b7fcff24-a27d-46f5-8bfe-304d560e6aa4', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '6c3bdfea-9252-424f-aa70-e84a8fb7f65b'}, {'uid': '1b91cd04-096e-4188-8c06-41d0fb3221d9', 'group_uid': 'b7fcff24-a27d-46f5-8bfe-304d560e6aa4', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '6c3bdfea-9252-424f-aa70-e84a8fb7f65b'}]",679
Kiranakart Technologies,47246b4b-c985-4812-ae07-7b99d00a63ac,Success,"[{'uid': '61379c1a-b887-4d5f-8853-55ff74222248', 'group_uid': '47246b4b-c985-4812-ae07-7b99d00a63ac', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '4418415e-5d7c-4491-a0fb-dd8e4a20296e'}, {'uid': '8beacb4f-441c-4e5b-84c2-a0632c53ecc1', 'group_uid': '47246b4b-c985-4812-ae07-7b99d00a63ac', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '4418415e-5d7c-4491-a0fb-dd8e4a20296e'}, {'uid': '9c9eb58a-4602-451a-9a0a-0452b0b3bb7e', 'group_uid': '47246b4b-c985-4812-ae07-7b99d00a63ac', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '4418415e-5d7c-4491-a0fb-dd8e4a20296e'}]",686
Krafton Inc,6a15f265-3c75-4813-ba0c-22220522ecd8,Success,"[{'uid': '2a82bd71-fda2-45ec-bdc2-18a9f1618e5f', 'group_uid': '6a15f265-3c75-4813-ba0c-22220522ecd8', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '0a06a4fd-972d-469a-bfa1-7015a5f888e3'}, {'uid': 'e05b9fed-fa18-4283-a583-b95bbd0919f3', 'group_uid': '6a15f265-3c75-4813-ba0c-22220522ecd8', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '0a06a4fd-972d-469a-bfa1-7015a5f888e3'}, {'uid': 'a46cca7d-e437-4728-a349-32c3a8a980d8', 'group_uid': '6a15f265-3c75-4813-ba0c-22220522ecd8', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '0a06a4fd-972d-469a-bfa1-7015a5f888e3'}]",691
KPMG,96743477-7666-4fec-91d4-3bce0f7ed207,Success,"[{'uid': '10a02a43-9923-44ea-b1dd-f5f5432d0b4b', 'group_uid': '96743477-7666-4fec-91d4-3bce0f7ed207', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'c9232540-a8a9-46ba-9c00-f76bc9109af3'}, {'uid': '509e8c3e-b306-4b51-b4c7-7052d5845dc0', 'group_uid': '96743477-7666-4fec-91d4-3bce0f7ed207', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'c9232540-a8a9-46ba-9c00-f76bc9109af3'}, {'uid': 'ff315524-9040-432b-aac1-81f383ce5f01', 'group_uid': '96743477-7666-4fec-91d4-3bce0f7ed207', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'c9232540-a8a9-46ba-9c00-f76bc9109af3'}]",695
KRBL,93e96a72-65f4-4fc9-af7d-a84864c216a6,Success,"[{'uid': '24da5106-0f5b-4fab-8ed6-31ed9ae04ab7', 'group_uid': '93e96a72-65f4-4fc9-af7d-a84864c216a6', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '18ac5dc0-a6aa-4815-b896-a63ccadfef2d'}, {'uid': 'f137ef3e-73a8-45ef-aefb-13b5a50208e5', 'group_uid': '93e96a72-65f4-4fc9-af7d-a84864c216a6', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '18ac5dc0-a6aa-4815-b896-a63ccadfef2d'}, {'uid': 'c56a7274-9edf-4987-a49d-bdbd713ae827', 'group_uid': '93e96a72-65f4-4fc9-af7d-a84864c216a6', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '18ac5dc0-a6aa-4815-b896-a63ccadfef2d'}]",699
Kuber Mart Industries,29e0c016-7248-438b-ae88-7d1a5b782159,Success,"[{'uid': 'c7b87559-0957-4efd-bcd0-f133c0304b84', 'group_uid': '29e0c016-7248-438b-ae88-7d1a5b782159', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'd87272ac-5410-44e3-9420-80e31152ab2b'}, {'uid': '7b929d15-5f0c-4b35-b6ce-17169ca13435', 'group_uid': '29e0c016-7248-438b-ae88-7d1a5b782159', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'd87272ac-5410-44e3-9420-80e31152ab2b'}, {'uid': '9eeb7a2a-9706-4a2c-bded-e14d24c89ecf', 'group_uid': '29e0c016-7248-438b-ae88-7d1a5b782159', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'd87272ac-5410-44e3-9420-80e31152ab2b'}]",705
Kushal'S Retail,648094b6-d5b0-42cf-804d-12603e0d2899,Success,"[{'uid': '758352d8-e847-4c43-9aa1-f7e7f3f97b2d', 'group_uid': '648094b6-d5b0-42cf-804d-12603e0d2899', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'edcbd729-20c8-43d9-9a8d-c487141c24f6'}, {'uid': '500d4537-1971-49b2-bd97-2721354b9a5f', 'group_uid': '648094b6-d5b0-42cf-804d-12603e0d2899', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'edcbd729-20c8-43d9-9a8d-c487141c24f6'}, {'uid': '3513dcf8-aa3a-4493-9852-9424062a9586', 'group_uid': '648094b6-d5b0-42cf-804d-12603e0d2899', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'edcbd729-20c8-43d9-9a8d-c487141c24f6'}]",710
Kutchina Home Makers,c68e70f5-bf5a-4cf3-a73d-99b3590e0ac0,Success,"[{'uid': '8dc5d6b0-236e-4757-b227-987d8b4f07af', 'group_uid': 'c68e70f5-bf5a-4cf3-a73d-99b3590e0ac0', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '3081eb0a-28a4-455c-9735-86ed11af6834'}, {'uid': '46d2da6a-1621-431d-a29b-8c9922b28b5e', 'group_uid': 'c68e70f5-bf5a-4cf3-a73d-99b3590e0ac0', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '3081eb0a-28a4-455c-9735-86ed11af6834'}, {'uid': '1e84dbd6-8612-4f45-9784-b9e9d56acd85', 'group_uid': 'c68e70f5-bf5a-4cf3-a73d-99b3590e0ac0', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '3081eb0a-28a4-455c-9735-86ed11af6834'}]",714
Kwick Living,9e33dc45-7a17-439e-b5c9-7ae6dd022bac,Success,"[{'uid': '6bb2cb15-9770-407c-87d0-5dda0ae97414', 'group_uid': '9e33dc45-7a17-439e-b5c9-7ae6dd022bac', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '4a479acb-104a-4c29-a4f8-fb36b505307a'}, {'uid': '1d0f1d4d-bb18-4426-89e6-e17e18d3e896', 'group_uid': '9e33dc45-7a17-439e-b5c9-7ae6dd022bac', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '4a479acb-104a-4c29-a4f8-fb36b505307a'}, {'uid': 'ed9e1be6-a0a0-4fdc-9639-a2ea7859598b', 'group_uid': '9e33dc45-7a17-439e-b5c9-7ae6dd022bac', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '4a479acb-104a-4c29-a4f8-fb36b505307a'}]",718
Lendingkart Technologies,b7575545-7c78-4143-9e81-afda1a6c37f9,Success,"[{'uid': '92679b95-cb8d-4665-8405-0ab8ff1b559c', 'group_uid': 'b7575545-7c78-4143-9e81-afda1a6c37f9', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '6dbffaf9-25f0-43d5-83d7-0fbc13381c0d'}, {'uid': '973b4eef-d567-4298-a234-fbb745711067', 'group_uid': 'b7575545-7c78-4143-9e81-afda1a6c37f9', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '6dbffaf9-25f0-43d5-83d7-0fbc13381c0d'}, {'uid': 'cbede4a9-ca7c-4f1a-bf2a-dab19a35488d', 'group_uid': 'b7575545-7c78-4143-9e81-afda1a6c37f9', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '6dbffaf9-25f0-43d5-83d7-0fbc13381c0d'}]",724
Lakme Lever,be9c7287-445c-476c-a1fb-56abad66036f,Success,"[{'uid': '6308317f-5cb8-4b93-83eb-2f7f4b04cbe4', 'group_uid': 'be9c7287-445c-476c-a1fb-56abad66036f', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '460e9fa4-307a-401c-b739-3cc920a2ec4e'}, {'uid': 'ccf8ffdf-7196-4576-8da5-a56972e1de2c', 'group_uid': 'be9c7287-445c-476c-a1fb-56abad66036f', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '460e9fa4-307a-401c-b739-3cc920a2ec4e'}, {'uid': '5588e1f5-ea82-4c22-bd1c-29a717ddd379', 'group_uid': 'be9c7287-445c-476c-a1fb-56abad66036f', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '460e9fa4-307a-401c-b739-3cc920a2ec4e'}]",730
Living Entertainment Enterprises,67373954-af88-4931-a128-6d7085ff80fe,Success,"[{'uid': '774aae9e-b5bd-470e-bc90-7130c58ebf26', 'group_uid': '67373954-af88-4931-a128-6d7085ff80fe', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '4461508c-81ce-44f0-90b6-8c384cfa01ef'}, {'uid': 'ab1d93d1-d50b-465c-bff0-754611b5d31a', 'group_uid': '67373954-af88-4931-a128-6d7085ff80fe', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '4461508c-81ce-44f0-90b6-8c384cfa01ef'}, {'uid': 'ef50be57-db56-43ae-b9b2-3fef5b1ebd9a', 'group_uid': '67373954-af88-4931-a128-6d7085ff80fe', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '4461508c-81ce-44f0-90b6-8c384cfa01ef'}]",736
Lionsgate Play,0916d388-5645-4e53-a9e1-cfd8fe8b46d5,Success,"[{'uid': '9025709d-9fc7-4a42-bb0a-46e6cff949dc', 'group_uid': '0916d388-5645-4e53-a9e1-cfd8fe8b46d5', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '7c04ec2b-d7e4-4a45-8dab-2aa2da6e3086'}, {'uid': '4e9a7ebf-4d9b-49b7-9bc7-154a8406de3f', 'group_uid': '0916d388-5645-4e53-a9e1-cfd8fe8b46d5', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '7c04ec2b-d7e4-4a45-8dab-2aa2da6e3086'}, {'uid': 'f395d699-2583-49e1-a8f9-00bbc93b1384', 'group_uid': '0916d388-5645-4e53-a9e1-cfd8fe8b46d5', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '7c04ec2b-d7e4-4a45-8dab-2aa2da6e3086'}]",740
